word_id	stanza	loc	position	arabic	close	standard	edclose	variant	note	root	english
1276	119	b	3	قَوْمُ	qawmu	qaumu	qawmu				
1283	120	a	2	قَوْلِ	qawli	qauli	qawli				
1278	119	c	2	ٹُكَفَهَمُ	ţukafahamu	tukafahamu	ţukafahamu				
1290	120	c	3	نِ	ni	ni	ni				
1291	120	c	4	جَمِلِ	jamili	jamili	jamili				
1293	120	d	2	زَنْڠُ	zangu	zangu	zangu				
1294	120	d	3	نٗنْدٗكٖيَ	nonḏokeya	nondokeya	nonḏokeya				
1289	120	c	2	وٖوٖ	wewe	wewe	wewe				
1298	121	b	2	أَبُوْ	abuu	abuu	abuu				
1299	121	b	3	بَكَرِ	bakari	bakari	bakari				
1296	121	a	2	هُفَسِرِ	hufasiri	hufasiri	hufasiri				
1301	121	c	2	وٖوٖ	wewe	wewe	wewe				
1302	121	c	3	نَ	na	na	na				
1303	121	c	4	زُبَيْرِ	zubayri	zubayri	zubayri				
1305	121	d	2	وَوِلِ	wawili	wawili	wawili				
1306	121	d	3	وَكَيَ	wakaya	wakaya	wakaya				
1388	129	c	2	وَنْڠُ	wangu	wangu	wangu				
1308	122	a	2	وَكَسِمَمَ	wakasimama	wakasimama	wakasimama				
1338	124	d	2	ٹُكَلِسِكِيَ	ţukalisikiya	tukalisikiya	ţukalisikiya				
1316	123	a	1	هُسِكِيَ	husikiya	husikiya	husikiya				When [the others] heard this, [they said:] "He reminds me
1310	122	b	2	وَكِنِٹِزَمَ	wakiniţizama	wakinitizama	wakiniţizama				
1318	123	b	1	عَلِي	'alii	'alii	'alii				of Ali ibn Talib."
1312	122	c	2	مُكِمْفَهَمَ	mukimfahama	mukimfahama	mukimfahama				
1389	129	c	3	وَنَنْيٗٹَ	wananyoţa	wananyota	wananyoţa				
1314	122	d	2	وَكٖ	wake	wake	wake				
1315	122	d	3	نَبِيَ	nabiya	nabiya	nabiya				
1340	125	a	2	مْبُجِ	mbuji	mbuji	mbuji				
1317	123	a	2	هُنِجِبُ	hunijibu	hunijibu	hunijibu				
1319	123	b	2	بِنْ	bin	bin	bin				
1320	123	b	3	طَالِبُ	ṭālibu	talibu	ṭālibu				
1357	126	c	2	نْدِيٖ	nḏiye	ndiye	nḏiye				
1358	126	c	3	جَعْفَرِ	ja'fari	ja'fari	ja'fari				
1322	123	c	2	وَمٖتَعَجَبُ	wameṯa'ajabu	wameta'ajabu	wameṯa'ajabu				
1342	125	b	2	هُئِٹْوَ	huiţwa	huitwa	huiţwa				
1343	125	b	3	أَزْوَجِ	azwaji	azwaji	azwaji				
1324	123	d	2	وٗتٖ	woṯe	wote	woṯe				
1325	123	d	3	هُنَنْڠَلِيَ	hunangaliya	hunangaliya	hunangaliya				
1327	124	a	2	نِ	ni	ni	ni				
1328	124	a	3	أَبُوْ	abuu	abuu	abuu				
1329	124	a	4	بَكَرِ	bakari	bakari	bakari				
1345	125	c	2	سَسَ	sasa	sasa	sasa				
1331	124	b	2	هٗيٗ	hoyo	hoyo	hoyo				
1332	124	b	3	هُئِٹْوَ	huiţwa	huitwa	huiţwa				
1333	124	b	4	زُبٖئْرِ	zuberi	zuberi	zuberi				
1346	125	c	3	نِتَرَجِ	niṯaraji	nitaraji	niṯaraji				
1335	124	c	2	لَكٗ	lako	lako	lako				
1336	124	c	3	هُفَسِرِ	hufasiri	hufasiri	hufasiri				
1368	127	c	2	مَمَ	mama	mama	mama				
1369	127	c	3	كَوَجِبُ	kawajibu	kawajibu	kawajibu				
1360	126	d	2	مَوْلَانَا	mawlānā	maulana	mawlānā				
1348	125	d	2	إِنَ	ina	ina	ina				
1349	125	d	3	لَكٖ	lake	lake	lake				
1350	125	d	4	نَمْبِيَ	nambiya	nambiya	nambiya				
1361	126	d	3	عَلِيَ	'aliya	'aliya	'aliya				
1352	126	a	2	نِمٖكِرِ	nimekiri	nimekiri	nimekiri				
1354	126	b	2	إِنَ	ina	ina	ina				
1355	126	b	3	كُفَسِرِ	kufasiri	kufasiri	kufasiri				
1363	127	a	2	تَرَتِبُ	ṯaraṯibu	taratibu	ṯaraṯibu				
1376	128	b	2	سِيَؤٗنِ	siyaoni	siyaoni	siyaoni				
1371	127	d	2	كَوَمْبِيَ	kawambiya	kawambiya	kawambiya				
1365	127	b	2	وَپِ	wapi	wapi	wapi				
1366	127	b	3	غَرِيْبُ	ḡarı̄bu	gharibu	ḡarı̄bu				
1373	128	a	2	مَاءَ	maa	maa	maa				
1374	128	a	3	بَرَنِ	barani	barani	barani				
1381	128	d	2	كُيُتَ	kuyuṯa	kuyuta	kuyuṯa				
1378	128	c	2	وَمٖلِشَ	wamelisha	wamelisha	wamelisha				
1379	128	c	3	يَنِ	yani	yani	yani				
1382	128	d	3	هَلِيَ	haliya	haliya	haliya				
1384	129	a	2	مْمٖزٗپِٹَ	mmezopiţa	mmezopita	mmezopiţa				
1386	129	b	2	هَمْكُيَكُٹَ	hamkuyakuţa	hamkuyakuta	hamkuyakuţa				
1391	129	d	2	مْوَيُوَ	mwayuwa	mwayuwa	mwayuwa				
1392	129	d	3	نَمْبِيَ	nambiya	nambiya	nambiya				
1394	130	a	2	قَوْلِ	qawli	qauli	qawli				
1309	122	b	1	أُسٗ	uso	uso	uso				and looked at my face.
1424	132	d	2	سِسِ	sisi	sisi	sisi				
1425	132	d	3	ٹُلٗكْوَمْبِيَ	ţulokwambiya	tulokwambiya	ţulokwambiya				
1396	130	b	2	كِسِمَ	kisima	kisima	kisima				
1397	130	b	3	سِ	si	si	si				
1398	130	b	4	مْبَلِ	mbali	mbali	mbali				
1465	136	c	2	نٖنْدَ	nenḏa	nenda	nenḏa				
1466	136	c	3	زَنْڠُ	zangu	zangu	zangu				
1400	130	c	2	كِنَ	kina	kina	kina				
1401	130	c	3	ثَقِلِ	thaqili	thaqili	thaqili				
1427	133	a	2	أُسِٹَ	usiţa	usita	usiţa				
1403	130	d	2	نْدٗوْ	nḏoo	ndoo	nḏoo				
1404	130	d	3	كُئِٹِيَ	kuiţiya	kuitiya	kuiţiya				
1443	134	c	2	كِوَڤُ	kiwavu	kiwavu	kiwavu				
1406	131	a	2	مَاءِ	mai	mai	mai				
1407	131	a	3	نِ	ni	ni	ni				
1408	131	a	4	مَتَمُ	maṯamu	matamu	maṯamu				
1444	134	c	3	كُٹِزَمَ	kuţizama	kutizama	kuţizama				
1429	133	b	2	نْدِيٗ	nḏiyo	ndiyo	nḏiyo				
1410	131	b	2	وَ	wa	wa	wa				
1411	131	b	3	زَمْزَمُ	zamzamu	zamzamu	zamzamu				
1430	133	b	3	كَفُوَٹَ	kafuwaţa	kafuwata	kafuwaţa				
1413	131	c	2	سِسِ	sisi	sisi	sisi				
1414	131	c	3	فَهَمُ	fahamu	fahamu	fahamu				
1416	131	d	2	هُچٖلٖيَ	hucheleya	hucheleya	hucheleya				
1418	132	a	2	أُمٖخِتَرِ	umekhiṯari	umehitari	umekhiṯari				
1432	133	c	2	مْوِٹُنِ	mwiţuni	mwituni	mwiţuni				
1420	132	b	2	ٹُتَيَرِ	ţuṯayari	tutayari	ţuṯayari				
1433	133	c	3	وَكَپِٹَ	wakapiţa	wakapita	wakapiţa				
1422	132	c	2	أُسِٹُفَسِرِ	usiţufasiri	usitufasiri	usiţufasiri				
1455	135	d	2	كُكْوَمْبِيَ	kukwambiya	kukwambiya	kukwambiya				
1446	134	d	2	هُنِٹَنْڠَلِيَ	huniţangaliya	hunitangaliya	huniţangaliya				
1435	133	d	2	وَكَنِتٗلٖيَ	wakaniṯoleya	wakanitoleya	wakaniṯoleya				
1437	134	a	2	كِدُسَ	kiḏusa	kidusa	kiḏusa				
1438	134	a	3	كِسِمَ	kisima	kisima	kisima				
1448	135	a	2	أَتَمْكٖ	aṯamke	atamke	aṯamke				
1440	134	b	2	بَاءٗ	bao	bao	bao				
1441	134	b	3	كَسُكُمَ	kasukuma	kasukuma	kasukuma				
1461	136	b	2	مَاءِ	mai	mai	mai				
1450	135	b	2	بَكَرِ	bakari	bakari	bakari				
1451	135	b	3	سِشُٹُكٖ	sishuţuke	sishutuke	sishuţuke				
1462	136	b	3	مْبُزِ	mbuzi	mbuzi	mbuzi				
1463	136	b	4	وَنْڠُ	wangu	wangu	wangu				
1453	135	c	2	سِكِفُنِكٖ	sikifunike	sikifunike	sikifunike				
1457	136	a	2	خٗوْفُ	khōfu	hofu	khōfu				
1458	136	a	3	مٗيٗ	moyo	moyo	moyo				
1459	136	a	4	وَنْڠُ	wangu	wangu	wangu				
1468	136	d	2	نَ	na	na	na				
1469	136	d	3	نْدِيَ	nḏiya	ndiya	nḏiya				
1471	137	a	2	كُكِپَمْبَؤُكَ	kukipambauka	kukipambauka	kukipambauka				
1473	137	b	2	فُرَهَ	furaha	furaha	furaha				
1474	137	b	3	مُتٖكَ	muṯeka	muteka	muṯeka				
1476	137	c	2	كِوَپٖكَ	kiwapeka	kiwapeka	kiwapeka				
1478	137	d	2	وَ	wa	wa	wa				
1479	137	d	3	يُوَ	yuwa	yuwa	yuwa				
1480	137	d	4	كُوَاءَ	kuwaa	kuwaa	kuwaa				
1482	138	a	2	يَ	ya	ya	ya				
1483	138	a	3	سَاءَ	saa	saa	saa				
1395	130	b	1	كٔوَمْبَ	kwamba	kwamba	kwamba				that there was a well not far away.
1484	138	a	4	سِتَ	siṯa	sita	siṯa				
1556	145	b	5	يَكٗ	yako	yako	yako				
1511	141	a	1	أَكِيَ	akiya	akiya	akiya				When he arrived he grabbed hold of me
1521	142	a	1	نِكَمُحِمِدِ	nikamuḥimiḏi	nikamuhimidi	nikamuḥimiḏi				I pleaded with God
1486	138	b	2	مْبُزِ	mbuzi	mbuzi	mbuzi				
1487	138	b	3	كَوَسُتَ	kawasuṯa	kawasuta	kawasuṯa				
1514	141	b	2	نِسِيَثٖكَ	nisiyatheka	nisiyatheka	nisiyatheka				
1523	142	b	1	كُنٖٹٖيَ	kuneţeya	kuneteya	kuneţeya				to send me my father.
1489	138	c	2	وَمٖنِوَتَ	wameniwaṯa	wameniwata	wameniwaṯa				
1531	143	a	2	أَكَئِٹِزِمَ	akaiţizima	akaitizima	akaiţizima				
1525	142	c	1	كَنِؤُزَ	kaniuza	kaniuza	kaniuza				[The man] asked about the ring
1491	138	d	2	نِ	ni	ni	ni				
1492	138	d	3	كُكُمْبِيَ	kukumbiya	kukumbiya	kukumbiya				
1528	142	d	1	چَنْدَنِ	chanḏani	chandani	chanḏani				on my finger, and I gave it to him.
1494	139	a	2	إٖنٖنْدَنِ	enenḏani	enendani	enenḏani				
1513	141	b	1	مَاءِ	mai	mai	mai				before I had drawn any water.
1516	141	c	2	هَپٗ	hapo	hapo	hapo				
1496	139	b	2	كِسِمَنِ	kisimani	kisimani	kisimani				
1517	141	c	3	كَتَمْكَ	kaṯamka	katamka	kaṯamka				
1515	141	c	1	مَمَ	mama	mama	mama				Mother, then I spoke,
1498	139	c	2	هُفَلِيَنِ	hufaliyani	hufaliyani	hufaliyani				
1518	141	d	1	يَ	ya	ya	ya				and said to him angrily:
1500	139	d	2	وَ	wa	wa	wa				
1501	139	d	3	كُوَٹٖكٖيَ	kuwaţekeya	kuwatekeya	kuwaţekeya				
1530	143	a	1	پٖٹٖ	peţe	pete	peţe				He looked at the ring
1503	140	a	2	وَكَسِمَمَ	wakasimama	wakasimama	wakasimama				
1532	143	b	1	كَپِجَ	kapija	kapija	kapija				and became anxious.
1519	141	d	2	غَضَبُ	ḡaḍabu	ghadhabu	ḡaḍabu				
1535	143	c	1	يَپِسِيٖ	yapisiye	yapisiye	yapisiye				everything that had happened in the past,
1505	140	b	2	كِسِمَ	kisima	kisima	kisima				
1520	141	d	3	كَمْوَمْبِيَ	kamwambiya	kamwambiya	kamwambiya				
1507	140	c	2	نِكَلِسُكُمَ	nikalisukuma	nikalisukuma	nikalisukuma				
1543	144	b	2	كَئِزَ	kaiza	kaiza	kaiza				
1509	140	d	2	مْٹُ	mţu	mtu	mţu				
1510	140	d	3	أَكِيَ	akiya	akiya	akiya				
1522	142	a	2	مْنْڠُ	mngu	mngu	mngu				
1512	141	a	2	أَكَنِشِكَ	akanishika	akanishika	akanishika				
1533	143	b	2	نَ	na	na	na				
1534	143	b	3	هَلِمَمَ	halimama	halimama	halimama				
1524	142	b	2	بَبَنْڠُ	babangu	babangu	babangu				
1526	142	c	2	پٖٹٖ	peţe	pete	peţe				
1527	142	c	3	يَنْڠُ	yangu	yangu	yangu				
1529	142	d	2	كَمْتٗلٖيَ	kamṯoleya	kamtoleya	kamṯoleya				
1536	143	c	2	يَ	ya	ya	ya				
1537	143	c	3	نْيُمَ	nyuma	nyuma	nyuma				
1545	144	c	2	مِؤُجِزَ	miujiza	miujiza	miujiza				
1539	143	d	2	يَكَمْرُدِيَ	yakamruḏiya	yakamrudiya	yakamruḏiya				
1541	144	a	2	أَلِپٗنِؤُلِزَ	aliponiuliza	aliponiuliza	aliponiuliza				
1550	145	a	2	شُوْرَ	shūra	shura	shūra				
1551	145	a	3	زَكٗ	zako	zako	zako				
1547	144	d	2	نَ	na	na	na				
1548	144	d	3	كُنِپِجِيَ	kunipijiya	kunipijiya	kunipijiya				
1553	145	b	2	صِفَ	ṣifa	sifa	ṣifa				
1554	145	b	3	زَ	za	za	za				
1555	145	b	4	نْيُمْبَ	nyumba	nyumba	nyumba				
1561	145	d	2	لَنْڠُ	langu	langu	langu				
1562	145	d	3	كَمْوَمْبِيَ	kamwambiya	kamwambiya	kamwambiya				
1564	146	a	2	نْيَكَ	nyaka	nyaka	nyaka				
1558	145	c	2	كَئٖٹَ	kaeţa	kaeta	kaeţa				
1559	145	c	3	تَمْكٗ	ṯamko	tamko	ṯamko				
1566	146	b	2	هَكِكَ	hakika	hakika	hakika				
1568	146	c	2	تِسِيَ	ṯisiya	tisiya	ṯisiya				
1485	138	b	1	هَپٗ	hapo	hapo	hapo				I was then driving the goats along,
1656	154	c	4	فِكِرَ	fikira	fikira	fikira				
1569	146	c	3	زَسِزٗشَكَ	zasizoshaka	zasizoshaka	zasizoshaka				
1599	149	a	3	مْنْڠُ	mngu	mngu	mngu				
1571	146	d	2	وٖوٖ	wewe	wewe	wewe				
1572	146	d	3	تَرٖهٖ	ṯarehe	tarehe	ṯarehe				
1573	146	d	4	ٹِيَ	ţiya	tiya	ţiya				
1617	150	d	3	كَئِٹِيَ	kaiţiya	kaitiya	kaiţiya				
1575	147	a	2	زَكٖ	zake	zake	zake				
1576	147	a	3	تِمَمُ	ṯimamu	timamu	ṯimamu				
1601	149	b	2	نَ	na	na	na				
1578	147	b	2	أُفَهَمُ	ufahamu	ufahamu	ufahamu				
1602	149	b	3	بَبَنْڠُ	babangu	babangu	babangu				
1580	147	c	2	نَ	na	na	na				
1581	147	c	3	كْوَ	kwa	kwa	kwa				
1582	147	c	4	مْوَلِمُ	mwalimu	mwalimu	mwalimu				
1628	152	a	2	فَهَمُ	fahamu	fahamu	fahamu				
1584	147	d	2	كُمْوَمْبِيَ	kumwambiya	kumwambiya	kumwambiya				
1619	151	a	2	كَيِنْڠُشَ	kayingusha	kayingusha	kayingusha				
1586	148	a	2	كْوَ	kwa	kwa	kwa				
1587	148	a	3	خٖيْرِ	khēri	heri	khēri				
1604	149	c	2	كِشَ	kisha	kisha	kisha				
1605	149	c	3	مُنِ	muni	muni	muni				
1589	148	b	2	نِ	ni	ni	ni				
1590	148	b	3	سَفَرِ	safari	safari	safari				
1606	149	c	4	وَنڠُ	wangu	wangu	wangu				
1592	148	c	2	كْوَ	kwa	kwa	kwa				
1593	148	c	3	جَبَارِ	jabāri	jabari	jabāri				
1595	148	d	2	رَصِ	raṣi	rasi	raṣi				
1596	148	d	3	كُنِوٖيَ	kuniweya	kuniweya	kuniweya				
1608	149	d	2	كُوَنْڠَلِيَ	kuwangaliya	kuwangaliya	kuwangaliya				
1598	149	a	2	نِؤٗمْبٖيَ	niombeya	niombeya	niombeya				
1646	153	d	2	نِٹِلِيَ	niţiliya	nitiliya	niţiliya				
1610	150	a	2	قَوْلِ	qawli	qauli	qawli				
1621	151	b	2	أَكَئِرُشَ	akairusha	akairusha	akairusha				
1612	150	b	2	أَسِحِمِلِ	asiḥimili	asihimili	asiḥimili				
1614	150	c	2	عَفِلِ	'afili	'afili	'afili				
1630	152	b	2	كَرِيْمُ	karı̄mu	karimu	karı̄mu				
1616	150	d	2	مَكٗنْدٖ	makonḏe	makonde	makonḏe				
1623	151	c	2	نْڠُوٗ	nguwo	nguwo	nguwo				
1624	151	c	3	كَمْڤِشَ	kamvisha	kamvisha	kamvisha				
1640	153	b	2	مْوَنَنْڠُ	mwanangu	mwanangu	mwanangu				
1626	151	d	2	كُمْسٗمٖيَ	kumsomeya	kumsomeya	kumsomeya				
1632	152	c	2	أَكَتَكَلَمُ	akaṯakalamu	akatakalamu	akaṯakalamu				
1636	153	a	2	أَللّٰهُ	alllähu	alllahu	alllähu				
1634	152	d	2	أَكَمُؤٗمْبٖيَ	akamuombeya	akamuombeya	akamuombeya				
1638	153	a	4	وَنْڠُ	wangu	wangu	wangu				
1648	154	a	2	هُنَ	huna	huna	huna				
1642	153	c	2	وَٹٹُ	waţţu	wattu	waţţu				
1643	153	c	3	وَ	wa	wa	wa				
1644	153	c	4	وٖنْزَنْڠُ	wenzangu	wenzangu	wenzangu				
1649	154	a	3	مَضَرَ	maḍara	madhara	maḍara				
1651	154	b	2	أَلْفُ	alfu	alfu	alfu				
1652	154	b	3	مَرَ	mara	mara	mara				
1654	154	c	2	أُوٖ	uwe	uwe	uwe				
1655	154	c	3	نَ	na	na	na				
1570	146	d	1	نَ	na	na	na				and you should remember the number.
1705	158	c	4	أَدَبُ	aḏabu	adabu	aḏabu				
1695	158	a	1	نَاءٖ	nae	nae	nae				And as for his beloved daughter,
1658	154	d	2	نِمٖكُؤُصِيَ	nimekuuṣiya	nimekuusiya	nimekuuṣiya				
1698	158	b	1	كٖتِ	keṯi	keti	keṯi				sit politely with her;
1702	158	c	1	كْوَكٖ	kwake	kwake	kwake				be courteous towards her,
1660	155	a	2	أُيَپٗنِؤُذِ	uyaponiudhi	uyaponiudhi	uyaponiudhi				
1687	157	b	2	بُدِ	buḏi	budi	buḏi				
1688	157	b	3	كُكُزِدِ	kukuziḏi	kukuzidi	kukuziḏi				
1706	158	d	1	أُمْطِيْ	umṭii	umtii	umṭii				obey her and be bow down to her.
1662	155	b	2	نَ	na	na	na				
1663	155	b	3	غَيْظِ	ḡayẓi	ghaydhi	ḡayẓi				
1709	159	a	1	أَكَتٗكَ	akaṯoka	akatoka	akaṯoka				Ja'far arose [the next morning]
1665	155	c	2	وَتَكَ	waṯaka	wataka	waṯaka				
1666	155	c	3	رَضِ	raḍi	radhi	raḍi				
1717	159	c	4	نَاصِرِ	nāṣiri	nasiri	nāṣiri				
1711	159	b	1	نَ	na	na	na				and a meal was ready.
1690	157	c	2	اللّٰهَ	lläha	llaha	lläha				
1714	159	c	1	كَلَ	kala	kala	kala				He ate with his brother Nasir
1668	155	d	2	كْوَ	kwa	kwa	kwa				
1669	155	d	3	عَلِيْ	'alii	'alii	'alii				
1670	155	d	4	زٖنْڠٖيَ	zengeya	zengeya	zengeya				
1691	157	c	3	جِتَهِدِ	jiṯahiḏi	jitahidi	jiṯahiḏi				
1718	159	d	1	نَ	na	na	na				and then his teacher arrived.
1672	156	a	2	أُوٖ	uwe	uwe	uwe				
1673	156	a	3	نْيَؤٗنِ	nyaoni	nyaoni	nyaoni				
1721	160	a	1	وَكَتَنْڠَنْيَ	wakaṯanganya	wakatanganya	wakaṯanganya				They all put their hands [in the communal bowl]
1675	156	b	2	بَبَكٗ	babako	babako	babako				
1676	156	b	3	أُوٖ	uwe	uwe	uwe				
1677	156	b	4	تِنِ	ṯini	tini	ṯini				
1693	157	d	2	أُپَٹٖ	upaţe	upate	upaţe				
1679	156	c	2	أَتَكَلٗبَئِنِ	aṯakalobaini	atakalobaini	aṯakalobaini				
1694	157	d	3	وَصِيَ	waṣiya	wasiya	waṣiya				
1680	156	d	1	كْوَكٗ	kwako	kwako	kwako				
1682	156	d	3	مَرْصِيَ	marṣiya	marsiya	marṣiya				
1707	158	d	2	نَ	na	na	na				
1708	158	d	3	كُمْوَنْڠُكِيَ	kumwangukiya	kumwangukiya	kumwangukiya				
1684	157	a	2	مْٹُمٖ	mţume	mtume	mţume				
1685	157	a	3	مُحَمَدِ	muḥamaḏi	muhamadi	muḥamaḏi				
1696	158	a	2	بِنْتِ	binṯi	binti	binṯi				
1697	158	a	3	حَبِيْبُ	ḥabı̄bu	habibu	ḥabı̄bu				
1710	159	a	2	جَعْفَرِ	ja'fari	ja'fari	ja'fari				
1699	158	b	2	نَاءٖ	nae	nae	nae				
1700	158	b	3	كْوَ	kwa	kwa	kwa				
1701	158	b	4	ثَوَابُ	thawābu	thawabu	thawābu				
1724	160	b	2	وَٹَٹُ	waţaţu	watatu	waţaţu				
1703	158	c	2	أُوٖ	uwe	uwe	uwe				
1704	158	c	3	نَ	na	na	na				
1725	160	b	3	مفَنٗ	mfano	mfano	mfano				
1719	159	d	2	مْوَلِمُ	mwalimu	mwalimu	mwalimu				
1712	159	b	2	چَكُلَ	chakula	chakula	chakula				
1713	159	b	3	كِتَيَرِ	kiṯayari	kitayari	kiṯayari				
1720	159	d	3	كَتٗكٖيَ	kaṯokeya	katokeya	kaṯokeya				
1715	159	c	2	نَ	na	na	na				
1716	159	c	3	نْدُيٖ	nḏuye	nduye	nḏuye				
1722	160	a	2	مِكٗنٗ	mikono	mikono	mikono				
1734	161	b	2	نْدُيَنْڠُ	nḏuyangu	nduyangu	nḏuyangu				
1731	161	a	1	أَكَمْوَمْبِيَ	akamwambiya	akamwambiya	akamwambiya				
1730	160	d	2	أَكِمْوَمْبِيَ	akimwambiya	akimwambiya	akimwambiya				
1727	160	c	2	نَ	na	na	na				
1728	160	c	3	مَنٖنٗ	maneno	maneno	maneno				
1735	161	b	3	كْوَ	kwa	kwa	kwa				
1732	161	a	2	نَاصِرِ	nāṣiri	nasiri	nāṣiri				
1736	161	b	4	خٖيْرِ	khēri	heri	khēri				
1738	161	c	2	سَفَرِ	safari	safari	safari				
1733	161	b	1	يٖؤٗ	yeo	yeo	yeo				
1740	161	d	2	تَكُلٖٹٖيَ	ṯakuleţeya	takuleteya	ṯakuleţeya				
1737	161	c	1	تَكَپٗرُدِ	ṯakaporuḏi	takaporudi	ṯakaporuḏi				
1742	162	a	2	أُپٖسِ	upesi	upesi	upesi				
1739	161	d	1	تَمَشَ	ṯamasha	tamasha	ṯamasha				
1744	162	b	2	نَ	na	na	na				
1741	162	a	1	أَكَمْجِبُ	akamjibu	akamjibu	akamjibu				
1657	154	d	1	مٗيٗ	moyo	moyo	moyo				is what I charge you to do.
1667	155	d	1	نَ	na	na	na				then go and visit Ali.
1790	167	a	2	أَكَتَمْكَ	akaṯamka	akatamka	akaṯamka				
1743	162	b	1	نِئٖٹٖيَ	nieţeya	nieteya	nieţeya				
1745	162	b	3	فَرَسِ	farasi	farasi	farasi				
1773	165	b	1	مْسٗمٖشٖ	msomeshe	msomeshe	msomeshe				
1774	165	b	2	أَهِتِمُ	ahiṯimu	ahitimu	ahiṯimu				
1746	162	c	1	نْيَمَ	nyama	nyama	nyama				
1747	162	c	2	هُيٗ	huyo	huyo	huyo				
1748	162	c	3	سِمُئِسِ	simuisi	simuisi	simuisi				
1749	162	d	1	نَتَكَ	naṯaka	nataka	naṯaka				
1750	162	d	2	كُمْوَنْڠَلِيَ	kumwangaliya	kumwangaliya	kumwangaliya				
1775	165	c	1	أُمْفُنْدٖ	umfunḏe	umfunde	umfunḏe				
1751	163	a	1	كِشَ	kisha	kisha	kisha				
1752	163	a	2	هَپٗ	hapo	hapo	hapo				
1753	163	a	3	كَتَمْكَ	kaṯamka	katamka	kaṯamka				
1776	165	c	2	نَعِلِمُ	na'ilimu	na'ilimu	na'ilimu				
1754	163	b	1	أَكَمْبَ	akamba	akamba	akamba				
1755	163	b	2	مَمَ	mama	mama	mama				
1756	163	b	3	هُتٗكَ	huṯoka	hutoka	huṯoka				
1817	169	d	2	هَيٗ	hayo	hayo	hayo				
1757	163	c	1	مَمَكٖ	mamake	mamake	mamake				
1758	163	c	2	أَكَئِنُكَ	akainuka	akainuka	akainuka				
1801	168	b	1	أُكِمْوَمْبِيَ	ukimwambiya	ukimwambiya	ukimwambiya				
1802	168	b	2	تَمْكٗ	ṯamko	tamko	ṯamko				
1759	163	d	1	صَدَكَ	ṣaḏaka	sadaka	ṣaḏaka				
1760	163	d	2	كَمْتٗلٖيَ	kamṯoleya	kamtoleya	kamṯoleya				
1777	165	d	1	عَادَ	'āḏa	'ada	'āḏa				
1778	165	d	2	يَكٗ	yako	yako	yako				
1779	165	d	3	تَكْوٖٹٖيَ	ṯakweţeya	takweteya	ṯakweţeya				
1761	164	a	1	هَپٗ	hapo	hapo	hapo				
1762	164	a	2	مَمَكٖ	mamake	mamake	mamake				
1763	164	a	3	أَتٗكٖ	aṯoke	atoke	aṯoke				
1764	164	b	1	إٖنٖنْدٖ	enenḏe	enende	enenḏe				
1765	164	b	2	أَمْفُوَتٖ	amfuwaṯe	amfuwate	amfuwaṯe				
1791	167	b	1	نَمُيُوَ	namuyuwa	namuyuwa	namuyuwa				
1792	167	b	2	إٖنْدَ	enḏa	enda	enḏa				
1766	164	c	1	أَكِمْٹٖمٖيَ	akimţemeya	akimtemeya	akimţemeya				
1767	164	c	2	مَٹٖ	maţe	mate	maţe				
1780	166	a	1	أَكِتٗكَ	akiṯoka	akitoka	akiṯoka				
1781	166	a	2	جَعْفَرِ	ja'fari	ja'fari	ja'fari				
1768	164	d	1	مْنْڠُ	mngu	mngu	mngu				
1769	164	d	2	أَكِمُؤٗمْبٖيَ	akimuombeya	akimuombeya	akimuombeya				
1770	165	a	1	هُي	huy	huy	huy				
1771	165	a	2	نَاصِرِ	nāṣiri	nasiri	nāṣiri				
1772	165	a	3	مْوَلِمُ	mwalimu	mwalimu	mwalimu				
1793	167	b	3	مَكَه	makah	makah	makah				
1782	166	b	1	هَپٗ	hapo	hapo	hapo				
1783	166	b	2	كَلِيَ	kaliya	kaliya	kaliya				
1784	166	b	3	نَاصِرِ	nāṣiri	nasiri	nāṣiri				
1785	166	c	1	مَمَكٖ	mamake	mamake	mamake				
1786	166	c	2	أَكَفَسِرِ	akafasiri	akafasiri	akafasiri				
1794	167	c	1	كُتُنْڠَ	kuṯunga	kutunga	kuṯunga				
1795	167	c	2	هَنْڠَلِتٗكَ	hangaliṯoka	hangalitoka	hangaliṯoka				
1787	166	d	1	أُسِكُ	usiku	usiku	usiku				
1788	166	d	2	أَتَرٖجٖيَ	aṯarejeya	atarejeya	aṯarejeya				
1789	167	a	1	نَاصِرِ	nāṣiri	nasiri	nāṣiri				
1820	170	a	2	كَبَئِنِ	kabaini	kabaini	kabaini				
1822	170	b	2	وَلِلِيَنِ	waliliyani	waliliyani	waliliyani				
1796	167	d	1	أَسِپٗئِيٗنَ	asipoiyona	asipoiyona	asipoiyona				
1797	167	d	2	نْدِيَ	nḏiya	ndiya	nḏiya				
1808	169	a	1	أَوْ	aw	au	aw				
1803	168	c	1	كَوَڠٖ	kawage	kawage	kawage				
1804	168	c	2	وٖنْدَنِ	wenḏani	wendani	wenḏani				
1798	168	a	1	أَوْ	aw	au	aw				
1799	168	a	2	يَنَ	yana	yana	yana				
1800	168	a	3	سِكُوَكٗ	sikuwako	sikuwako	sikuwako				
1809	169	a	2	وٖنْدَ	wenḏa	wenda	wenḏa				
1805	168	c	3	وَكٗ	wako	wako	wako				
1810	169	a	3	مَتُنْڠَنِ	maṯungani	matungani	maṯungani				
1806	168	d	1	يٗتٖ	yoṯe	yote	yoṯe				
